name,text,sentiment,,,,,,
rwolr,BabyRage BabyRage BabyRage  BabyRage BabyRage BabyRage  BabyRage BabyRage BabyRage  BabyRage BabyRage BabyRage  BabyRage BabyRage BabyRage  BabyRage BabyRage BabyRage,0,,,,,,
damnxavi,!Time,1,,,,,,
multipledrugs,BabyRage ͏,0,,,,,,
oga1d3n,BabyRage,,,,,,,
bent1ey6969,What times pink hair scammer,,,,,,,
len1ck_,BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage,0,,,,,,
alexisf0154,BabyRage BabyRage BabyRage BabyRage,0,,,,,,
hnery3456,BabyRage BabyRage BabyRage BabyRage BabyRage,0,,,,,,
akaoutlaw,sit at desktop for a lil,0,,,,,,
s8ncker,BabyRage,0,,,,,,
fazestabieronaldo,BabyRage  my legs omg bro,0,,,,,,
r1zzt3rd,BabyRage BabyRage BabyRage,0,,,,,,
sra1ny,BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage,0,,,,,,
rodorigesuuu,like what,0,,,,,,
joeycarrot_,complain segment BabyRage,0,,,,,,
len1ck_,BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage,0,,,,,,
ldezzzy,BabyRage BabyRage BabyRage BabyRage BabyRage,,,,,,,
js_muffin,LA sissy boy,,,,,,,
im__cloudy,chat hes baiting babyrages to go back to the piano,,,,,,,
heyallison_,who is all these randoms in the house,,,,,,,
stablegoon,stabeDance1 stabeDance1 stabeDance1 stabeDance1 stabeDance1 stabeDance1 stabeDance1 stabeDance1 stabeCringe stabeCringe stabeCringe stabeCringe stabeCringe stabeCringe,,,,,,,
jerehjt,ed LOL,,,,,,,
idkmanidkwhyimhere,LOL ED,,,,,,,
trhasmotion12345,o,,,,,,,
ontopofmylife,ed knocked out,,,,,,,
imagineily,ED LMFAO,,,,,,,
mithrill_,just cover it with a picture?,,,,,,,
kolupi,@joonboonn ???,,,,,,,
grandmasterpools,CHECK ON KAYSAN BRO,,,,,,,
astra_55,ED LMFAO,,,,,,,
hiasop,oi,,,,,,,
cyackadoodledoo,ED LMFAO,,,,,,,
toxicaura1231,@shzntie aight bet,,,,,,,
de_booty,might goon now bye chat,,,,,,,
aezerii_,i hear becky g,,,,,,,
zlatblob,@shzntie bet,,,,,,,
drydarklord911,FIGHT FOR KAYSAN,,,,,,,
hotwheee,@De_Booty alr bro,,,,,,,
ontopofmylife,fire shirt,,,,,,,
joeyyyyyyyyy_,herehego,0,,,,,,
imhance,lmfao,,,,,,,
time_dent,herehego,0,,,,,,
b0b1228,herehego,0,,,,,,
suhpremedean,ohnono,0,,,,,,
icon_boo,@De_Booty STROKES,1,,,,,,
sakinnx,LOL ͏,1,,,,,,
okandy_,when is qt coming ?,1,,,,,,
ssbane0,cap,1,,,,,,
joniora,herehego,0,,,,,,
yasmeenlawal25,ohnono,0,,,,,,
dislexic_ai,herehego,0,,,,,,
yayshii,@shzntie without us? SERIOUSLY,1,,,,,,
minionpopcorn,herehego,0,,,,,,
frridayy__,omgBruh,0,,,,,,
forestqt,herehego,0,,,,,,
samskio,herehego,0,,,,,,
xsluto,herehego,0,,,,,,
isabella080312,herehego,0,,,,,,
convrse_,herehego,0,,,,,,
imitsdaniel,cap,0,,,,,,
erlimucollari,herehego,0,,,,,,
imagineily,herehego,0,,,,,,
forner_,pfft,0,,,,,,
fourjacob,cap,0,,,,,,
drydarklord911,L LACY,0,,,,,,
sakinnx,herehego,0,,,,,,
kdsburnerrr,herehego,0,,,,,,
mystrid04,go to sammy,1,,,,,,
jcnasy,herehego ͏,0,,,,,,
yay_yow,herehego,0,,,,,,
arxernne,@kolupi he onto something Hmmm,1,,,,,,
n1k0_420_,herehego,0,,,,,,
cristian_negrete,herehego,0,,,,,,
capbosss,herehego,0,,,,,,
b0b1228,omgBruh,0,,,,,,
o,,,,,,,,
hiasop,herehego,0,,,,,,
danny_xlvi,OMG,1,,,,,,
alex61043,herehego ͏,0,,,,,,
aditya2707,YO CHECK ON KAYSAN,1,,,,,,
hehejeus,herehego,0,,,,,,
hoehoehoesanta,Lol,0,,,,,,
shai__4,on whp,0,,,,,,
mart1ago,please,0,,,,,,
jcnasy,herehego,0,,,,,,
dimmsum_,ohnono,0,,,,,,
kalimav2,herehego,0,,,,,,
reckless_monk,herewego,0,,,,,,
iamkie,HEREHEGP,0,,,,,,
maxihm_,sure,1,,,,,,
joeyyyyyyyyy_,herehego ͏,0,,,,,,
maks__l2,herehego,0,,,,,,
qazin1337,herehego,0,,,,,,
barhosa,ohnono,0,,,,,,
dislexic_ai,oh no,0,,,,,,
costajsx,herehego,0,,,,,,
jonrl12,omgBruh,0,,,,,,
puredxsignss,herehego,0,,,,,,
elastr1x,herehego,0,,,,,,
convrse_,schizo,0,,,,,,
yasmeenlawal25,omg bro,0,,,,,,
performativeprime0b,@shzntie censor that s slur,0,,,,,,
yayshii,herehego,0,,,,,,
youngbasedgo,there was a poop stain in the toilet and i just peed on it and it disentigrated,1,,,,,,
iamkie,HEREHEGO,1,,,,,,
somenone,herehego,0,,,,,,
johaaanm,somebody has to get rid of that piano man,0,,,,,,
noitulove_,herehego,0,,,,,,
forner_,sob sob,1,,,,,,
jakura4evaa,herehego,1,,,,,,
doughboy13579,break it at 60k,1,,,,,,
cristian_negrete,herehego .,1,,,,,,
kiigz,herehego,1,,,,,,
lazysloth___,herehego,1,,,,,,
jo0cer,herehego,1,,,,,,
joejumbo6969,OOOO,1,,,,,,
raythedonn,LMAO ͏,1,,,,,,
pluckyy,look around gang its in the corner,1,,,,,,
cristian_negrete,damn,1,,,,,,
astra_55,HUH,1,,,,,,
yusblankey,?,1,,,,,,
praisejuna,?????,1,,,,,,
,,1,,,,,,
ceodkayy,aayoooo,1,,,,,,
zsag_,???,1,,,,,,
jcnasy,ok,1,,,,,,
imnotttrey,?,1,,,,,,
zibz_,HUH,1,,,,,,
nize2,nah fr tho how do people have dicks that big,1,,,,,,
venomousghost123,HUH.,0,,,,,,
rainagbb,???,0,,,,,,
dozer_214,why lacy even tellin kaysan what to do like,0,,,,,,
inialation_,w5,1,,,,,,
decorates,"@radiumlive, they troll about it now",1,,,,,,
baron_kenny,Let's go for it,1,,,,,,
yusblankey,WW M3 Sfoncert,2,,,,,,
maxihm_,LMFAO,2,,,,,,
brian_uchiha1,jdab would be better than Marlon,1,,,,,,
babybry_,ono,0,,,,,,
he chat,,,,,,,,
notbuff_,dumbass chat,0,,,,,,
parasshiesty,LOL,1,,,,,,
luap41,Time to pull out the deja vu,1,,,,,,
ditmartian,W jdab,2,,,,,,
osccky_,WW YBG,2,,,,,,
onemancircle1,HE WAS JUST IN CHAT LMAOOOOO,1,,,,,,
nxsski,jdab ur the one jason more like pooson @jasontheween WW im a hero,2,,,,,,
sd2016sd,SAJ,0,,,,,,
icegoldie,lazarrr,1,,,,,,
tdotynwa,WHAT HAPPENED TO LAZERS GYM ARC,1,,,,,,
jayjuiceless,nah clip that😭😭,1,,,,,,
godwillrisetmc,whatttttttt,1,,,,,,
zottic_,brooooooo you making us look bad talkin like that,0,,,,,,
drizzykp3,WHAT???,0,,,,,,
slymint,NEW YORK CITY,1,,,,,,
jsavslime,???????????,0,,,,,,
justphilski,what,0,,,,,,
sopranotrim,nah what,0,,,,,,
kingtraviemedia,PUT DICK IN HIM,0,,,,,,
relief0829,they do….,1,,,,,,
jkingx7072,takrov im taking out lvl 70 dude anybody can get it 8 kills 1 game come o n,1,,,,,,
jsavslime,WHAT,1,,,,,,
hamznotshort,nah kaysan spitting ayo joke im here for it 🤣🤣,0,,,,,,
dirty1x_,that shit was fake sexy,1,,,,,,
tt2777777,double the new york city i hate dez for starting that,0,,,,,,
yeayeayea1629,not even that kaysan has more knowledge then skill,1,,,,,,
aizenda1,NEW YORK CITY  NEW YORK CITY,1,,,,,,
fckdaisean,viperusKiss1 viperusKiss2 viperusKiss1 viperusKiss2 viperusKiss1 viperusKiss2,1,,,,,,
geordie_lad,WW BA,2,,,,,,
b5_bqm,silkyFunny silkyFunny silkyFunny,2,,,,,,
astra_55,LMAOO,2,,,,,,
qamrm,WW BA,2,,,,,,
joejumbo6969,LOL,2,,,,,,
ssldn,WW BA TRAINING ARC,2,,,,,,
ars0ndevil,pause,0,,,,,,
nvmberishere,Cheaters all over Warzone,0,,,,,,
a_boredturtle,LO,1,,,,,,
peepslol,WW ba he was tryna teach yo dumb ass,12,,,,,,
bw0z1,CAP,0,,,,,,
bikelife_900,ex beat Kay,1,,,,,,
lionbutcherr,Makes sense,1,,,,,,
unknownuser096,no,0,,,,,,
astra_55,WW BA,2,,,,,,
rodrigueszz0,W QUESTION,2,,,,,,
bigdihbiggerbaws,no sport,0,,,,,,
y,,,,,,,,
yowarrr,soccer,,,,,,,
biasedswagg,"all this yapping, tell bro about hokone",0,,,,,,
gmtopain,I might be interested in finding someone to put dick in me @silky silkyHeythere,0,,,,,,
saintfrm92nd,@tt2777777 it’s funny asl u crumb,0,,,,,,
labyrinthex_,ping pong,1,,,,,,
skill_issue101_alt,cod takes no skill,0,,,,,,
glynn2798,no,0,,,,,,
yvitaa,ur chattin,0,,,,,,
chris__324,sports pffft,1,,,,,,
hback12345,Church league,1,,,,,,
unemployed2long,W BA,2,,,,,,
chopstlckss,ping pong,1,,,,,,
msysl,mmmm,1,,,,,,
bw0z1,nah its impossible,1,,,,,,
yam_masher6,you do get carried tho,0,,,,,,
nahyoutrim,yes u can,1,,,,,,
fckdaisean,L0L L0 L0l L0l L0,1,,,,,,
nbandi,niggas?,1,,,,,,
tgb879,YES U CAN LMAO,1,,,,,,
yokno_erz_bkf,@fckdaisean ayo,1,,,,,,
jkingx7072,squad im dropping 40 all guns lol,1,,,,,,
drsjs94,@aintnoway_deadass creators are not accountable for bad people bruh,0,,,,,,
rokujuushi,....,0,,,,,,
clippzz_06,SILKY U ALLL TALK,0,,,,,,
zo5vke,hmm,1,,,,,,
arzxny,colthavok done it,0,,,,,,
glepnir0,u chattin,0,,,,,,
artamannn,Silky got to eternity by getting boosted btw,0,,,,,,
luke_so_good,!trivia,1,,,,,,
yvitaa,colthavok solo qa,,,,,,,
thepositivebot,"[Trivia] luke_so_good has started a trivia :) Question: Which ""Call Of Duty: Zombies"" map introduced the ""Staffs Of The Ancients""? | Do !hint if you need a ""hint"" forsenCD",1,,,,,,
yungchin_,u did get carried by me ngl,,,,,,,
yafhir_,nobody cares,0,,,,,,
leonisanobody,I did,1,,,,,,
amaxing2,u can,1,,,,,,
tgb879,YES YOU CAAAAAN LMAO,1,,,,,,
swiftkilllegend,YES U CAN?,1,,,,,,
yvitaa,qs,1,,,,,,
pk60483,roll call pussy @silky,0,,,,,,
lainagrayce_,dezz crashing out,1,,,,,,
mightbehimm,I did,1,,,,,,
whoislethal,....,0,,,,,,
msysl,DEADASS,1,,,,,,
h9nz,i did,1,,,,,,
tt2777777,"@saintfrm92nd ""Funny""",1,,,,,,
raythedonn,geek,1,,,,,,
godwillrisetmc,I DID,1,,,,,,
packrunner000,@gmtoPain ???,0,,,,,,
lunaskis,NYC,1,,,,,,
msysl,OH?,1,,,,,,
tgb879,HES CHATTING LMAOOOO,1,,,,,,
platan0_mach0,yea you can,1,,,,,,
monk140,u can tho,1,,,,,,
akinkaya1,i did u a bum,0,,,,,,
yeayeayea1629,kaysan knows what to do he not out skilling mfs on ranked I seen it,1,,,,,,
isaacre703,FAXXXXX,0,,,,,,
glepnir0,u gold boosted by pros,0,,,,,,
camzyboo,😂,1,,,,,,
yungchin_,WOW,1,,,,,,
godwillrisetmc,I DID LOL,1,,,,,,
gohd,girls,1,,,,,,
changedonme,nigga,1,,,,,,
msysl,NTM ON CND,0,,,,,,
nvmberishere,say it,0,,,,,,
jaarri_,cap,0,,,,,,
nahyoutrim,i did it,1,,,,,,
limitlessballer,FUCKIN LOSER,0,,,,,,
kingtraviemedia,RT,1,,,,,,
yowrldd,O,1,,,,,,
juancarlojames,ur chatting,0,,,,,,
whoislethal,30..,0,,,,,,
fckdaisean,L0L L0 L0l L0l L0l,1,,,,,,
skill_issue101_alt,AND FUCKIN BP,1,,,,,,
artamannn,YES YOU CAN UR JUST A CRUMB,0,,,,,,
heyitzzay2x,WOW,1,,,,,,
camzyboo,i did,1,,,,,,
tgb879,HES FUCKING CHATTING LMAO,0,,,,,,
kurohashi_9,dilky your 30,0,,,,,,
justphilski,uh,1,,,,,,
jaykayrah,WOW,1,,,,,,
yyoungmoney,u cant solo q to plat,1,,,,,,
mozilla97,WOW,1,,,,,,
callmephish_,loool,1,,,,,,
platan0_mach0,you just chatted,0,,,,,,
isaacre703,FAXXX,2,,,,,,
whoislethal,30.....,0,,,,,,
nolimit_b23,shit up thick daphne,0,,,,,,
lainagrayce_,dezz crashing again,0,,,,,,
yam_masher6,dez word,1,,,,,,
yungchin_,u got CARRIED,0,,,,,,
c0ncernn,HE NOT WRONG,1,,,,,,
heyitzzay2x,I SAID WOW,1,,,,,,
kurohashi_9,30…,1,,,,,,
riksdaboz,Solo que ik high rank is just back oj forth that was true,1,,,,,,
zapfpss,DEZZZ STFUUUU,0,,,,,,
yeayeayea1629,u play w a pro everyday,1,,,,,,
lntrovertical,nigga just chattin that bullshit LMAO,0,,,,,,
cometokyrgyzstan,thick ass daphne,1,,,,,,
jaykayrah,ewww,0,,,,,,
jaykayrah,ewww,0,,,,,,
jaykayrah,ewww,0,,,,,,
clippzz_06,DEZZZZ,0,,,,,,
whoislethal,LMAOO,1,,,,,,
isomelly,LOL,1,,,,,,
okkxtzu,LOL,1,,,,,,
l0ddz,LOL,1,,,,,,
whoislethal,EWWWWW,0,,,,,,
mohagony,FAXXXXXX,1,,,,,,
vuqqzl,ewww,0,,,,,,
lhvncho,LOL,1,,,,,,
nvmberishere,I solid to silver 1,1,,,,,,
kiccahboa,😭😭😭😭,,,,,,,
xunknownnn,spitty,0,,,,,,
ayemiami_,ewww,0,,,,,,
whoislethal,EWWWWWWWWW,0,,,,,,
zapfpss,DEZZZZZ STFUUU,0,,,,,,
ace_freelight4,ewww,0,,,,,,
changedonme,ur 30 bro,0,,,,,,
swiftkilllegend,LMFAOOO,1,,,,,,
artamannn,UR A CRUMB,0,,,,,,
omeofo,Spittin fax,1,,,,,,
whoislethal,STOP SPITTING,0,,,,,,
kingtraviemedia,LMAOO,1,,,,,,
fckdaisean,viperusKiss1 viperusKiss2 viperusKiss1 viperusKiss2 viperusKiss1 viperusKiss2 viperusKiss1 viperusKiss2 viperusKiss1 viperusKiss2 viperusKiss1 viperusKiss2,1,,,,,,
whoislethal,STOP SPITTINGGGG,0,,,,,,
notinmybig2025,LMAOOOOO,1,,,,,,
bw0z1,no,0,,,,,,
jsavslime,BRO,1,,,,,,
gmtopain,@packrunner000 chat was moving quick but all of a sudden when I type sum it’s stopped for like 4 seconds,,,,,,,
skill_issue101_alt,FAX,1,,,,,,
your_broke,U just not nice nigga,0,,,,,,
7lady1chronic0,grown ahh men btw,0,,,,,,
nvmberishere,one above is rough,0,,,,,,
jsavslime,SPITTY,1,,,,,,
whoislethal,SASSY WOOO...,0,,,,,,
yungchin_,not u,0,,,,,,
tt2777777,Bro stfu,0,,,,,,
jaykayrah,stop spitting on me piece of shit,0,,,,,,
jaykayrah,stop spitting on me piece of shit,0,,,,,,
htowncam_,i literally did bro lmao,1,,,,,,
mintow3,dezz too loud,0,,,,,,
giffoo,okay bro,1,,,,,,
jsavslime,SPITTY CHILL,0,,,,,,
juancarlojames,Ngl you are right,1,,,,,,
raythedonn,u found a way,1,,,,,,
bw0z1,top 250,1,,,,,,
cometokyrgyzstan,nigga got a towel for conversation,0,,,,,,
yungchin_,u def not,0,,,,,,
 true,,,,,,,,
relief0829,top 250 is the highest,1,,,,,,
yyoungmoney,ur just talking stfu,0,,,,,,
msysl,ya dead not,0,,,,,,
artamannn,NIGGA YES YOU CAN,1,,,,,,
whoislethal,STFUC,0,,,,,,
skill_issue101_alt,FAXX,1,,,,,,
l0ddz,put a warning slippery sign there,1,,,,,,
changedonme,ur 30,0,,,,,,
akinkaya1,not u,0,,,,,,
camzyboo,me,1,,,,,,
zottic_,30 ACTING LIKE THIS IS WILD,0,,,,,,
kingtraviemedia,ok dude,1,,,,,,
tadoh,ngl nigga why u spit so much LMFAOOOOOOOOOO,0,,,,,,
jkingx7072,silk you got carried in marval you nice buttt,0,,,,,,
yadtm,loud = winning arguement,0,,,,,,
whoislethal,STFUUU OMGG,0,,,,,,
amaxing2,gale,1,,,,,,
fckdaisean,L0L L0 L0l L0l L0,1,,,,,,
gohd,me,1,,,,,,
msysl,it the matter of the szn?,1,,,,,,
yowrldd,me nga?,0,,,,,,
htowncam_,check me then,1,,,,,,
msj_4,Popout for 10k. that’s fair,1,,,,,,
yadtm,here u go with the shouting,0,,,,,,
colombianplug,kick dezzzzzz,1,,,,,,
rdn____,messi isnt an egoist,2,,,,,,
prec1si0n_,W BLUELOCK,2,,,,,,
viper742,WW YBG,2,,,,,,
xs1eepyy,WW YBG,2,,,,,,
astra_55,LMFAO,2,,,,,,
aparks22,BOTH,1,,,,,,
presimint,have you watched him play?,1,,,,,,
starkillerkof,MESSI PASSES THE BALL,1,,,,,,
dabiggestdih,not true tho,1,,,,,,
joelikesthings,0 ball knowledge,0,,,,,,
yusinqy,WW YBG,2,,,,,,
mftobsterrr,LL BALL KNOWLEDGE,1,,,,,,
pra13e,LOL,2,,,,,,
delu_e,WW BLUE LOCK,2,,,,,,
zooko2,LOL,2,,,,,,
bluebluebluebluey,MMM W YBG,2,,,,,,
moeki213,LL Jay,1,,,,,,
ohmygrr,hes fried,0,,,,,,
sceej,rakai would kill this beat,,,,,,,
twizcrisis,unlock them flows prince,,,,,,,
uptownbrandon_,MM 󠀀,,,,,,,
twizcrisis,cmonn,,,,,,,
x7woosh,bro call for ft,,,,,,,
sloturb0,this reminds me of olympian the more i hear it,,,,,,,
xoxoaminaaa,ban r*kai name,,,,,,,
fatboygoo,ts tuff,,,,,,,
vjaysenn,mhm,,,,,,,
germanys,@rondale_dingleberry RT,,,,,,,
cashaddict78,🗑️,,,,,,,
sceej,send rakai this beat,,,,,,,
5cameos,green all on the floor look like a threw up eww disgusting,,,,,,,
tbhchillin,DDG need a verse on this,,,,,,,
kev2black,@rondale_dingleberry its not tht serious gng,,,,,,,
chompanzeee,end of the cut scene,,,,,,,
dirty1x_,who said rakai would kill this beat😪😪😪,,,,,,,
amiriothegreat,allRoads,,,,,,,
ermlex,pfft,,,,,,,
chompanzeee,end of the cut scene!!,,,,,,,
actheprince,@dirty1x_ BRO HOW DOES RN CORRELATE TO RAKAI BRO,,,,,,,
smileyywf,pfft,,,,,,,
k5pi,wideSpeedLaugh,,,,,,,
gustavoxo_,allRoads,,,,,,,
lllsticklll,"I get money fuck wht thy sayn I make so much money I cld the nigga life , took Ths Otha nigga bich , and showed her how to pipe",,,,,,,
imnottheo_,@veromanii nigga @ed himself pfft,,,,,,,
thetwitchgodfather,dat gas pack mustyy,,,,,,,
rokstarbrodiee,u tell em !!,,,,,,,
fishysnchips,sorry jaynari wideSpeedApple,,,,,,,
vultraz999,herewego,,,,,,,
gustavoxo_,say my name,,,,,,,
chrisjordan4l,https://www.twitch.tv/2xrakai/clip/WanderingSucculentFlamingoGrammarKing-6yCGgfEHa3Eapty9,,,,,,,
ermlex,here we go,,,,,,,
xgeekbar,robutussin,,,,,,,
actheprince,SCREAMMM MAX,,,,,,,
tbhchillin,SKRRRT,,,,,,,
nhlamulo_rsa,@sceej Fax,,,,,,,
uptownbrandon_,LO,,,,,,,
x7woosh,call me for ft,,,,,,,
siahsxctvvber,sippin on this wok got me walkin like a mummy,,,,,,,
fishysnchips,LO,,,,,,,
archiefrl,uuh,,,,,,,
tbhchillin,LOL,,,,,,,
amiriothegreat,NAHH,,,,,,,
kev2black,@ACThePrince just tryna lyk damn,,,,,,,
vvotori,“all that dih inside my tummy”,,,,,,,
kreekcraftisamazing,❤️❤️❤️,,,,,,,
thusarmy10,I WAS HERE!!!!!!!!!!,,,,,,,
eyesoreeeu,🫩🫩🫩🫩,,,,,,,
actheprince,MAX SCREAMMM PLEASE,,,,,,,
snovazzz,lmao,,,,,,,
app1esaxce,Gas pack musty,,,,,,,
yxvni,yuhhhh,,,,,,,
swgblitz,@sceej dont forget about ddg and dabo 👀👀,,,,,,,
fleppadep,"yea im max im chopped n stank, u know all i rep is 5, the pank (pink)",,,,,,,
b33fguy,light yo blunts like my chain goin blind,,,,,,,
vultraz999,herehego,,,,,,,
tbhchillin,pfft,,,,,,,
inlovewithcats__,mm,,,,,,,
hotwheee,...,,,,,,,
luvmyaddy,we want u to scream,,,,,,,
smileyywf,pfft ͏,,,,,,,
yourai0709,WWWWWWWWWWW,,,,,,,
axurree,nooooo,,,,,,,
ayo_cloudzz,😭😭😭son,,,,,,,
tj00721,call Rama I,,,,,,,
jaypaidmf,lmao,,,,,,,
fishysnchips,OOOO,,,,,,,
xoxoaminaaa,screamm,,,,,,,
hesoboring,niggas be treating twitch bans like a nigga doin real time behind bars or sum,,,,,,,
axurree,fuck nooooooo,,,,,,,
ayo_cloudzz,😭😭😭😭😭,,,,,,,
bbymoney555,SCREAM,,,,,,,
pbmftj,MODS PIN lil bitch i dont wanna date i just wanna fuck you for the night,,,,,,,
twizcrisis,PRINCE NOT PLAQUEBOY,,,,,,,
bblyoungboy123,L adlibs sorry,,,,,,,
gognaasus,LOL,,,,,,,
sjsflacko,😭😭😭😭,,,,,,,
koya_xens,W,,,,,,,
tj00721,call rakai,,,,,,,
bbymoney555,MAX SCREAM,,,,,,,
dabergoatfloat127,I can’t knock this hoe 🐱 that shi dusty,,,,,,,
kingkhi01,He'll naw,,,,,,,
deegrv,.........,,,,,,,
biggpatt23,lol the spam his name in agent chat them mods ban that shii quick af,,,,,,,
flamearts,@pbmftj BANG,,,,,,,
sceej,@swgblitz 👀,,,,,,,
747erob,yeahhhhhhhhhh,,,,,,,
tbhchillin,mmmm,,,,,,,
fishysnchips,LOL,,,,,,,
xoxoaminaaa,@pbmftj wtfffff,,,,,,,
waynealmightyy,EWWW,,,,,,,
luvmyaddy,SCREAM FUCK NIGGA,,,,,,,
malicewithme,plaqueboyLogo2 plaqueboyLogo2 plaqueboyLogo2,,,,,,,
kimotw,fukin in da back of da ebnz the best ting,,,,,,,
actheprince,MAX SCREAM,,,,,,,
clarexvz,ts beautfiil,,,,,,,
dirtyonmyfanta,wake up stroke that 7.5,,,,,,,
roji_on_keys,I told that n*** he cant smoke in here then he blew it all in my eyes,,,,,,,
roe_jojo,shit fire,,,,,,,
deegrv,plaqueboyBoyslowdown plaqueboyBoyslowdown plaqueboyBoyslowdown,,,,,,,
xoar21,say sum with master chief,,,,,,,
riorunnitupp,in these hoes im not trusTING,,,,,,,
fatboygoo,TRIED DOING A 365 AND FAILED MISERABBLY,,,,,,,
woahjoeee,eww disgusting,,,,,,,
rokstarbrodiee,ts going platinum,,,,,,,
sayygloo,bro yo main vocals aren’t matching yo adlib energy😭,,,,,,,
cashboynoah,green on the floor look like i trweh up ew disgusting,,,,,,,
actheprince,SCREAM BROOO,,,,,,,
sceej,send rakai the open,,,,,,,
fatboygoo,W bar,,,,,,,
thetwitchgodfather,gas pack musty,,,,,,,
bbymoney555,MAX SCREAMMMMM,,,,,,,
kiruta999,ts tuff,,,,,,,
dirty1x_,@roji_on_keys LMFAOOOOO,,,,,,,
sayygloo,turn them up,,,,,,,
balennnci,she mad that I cheated I said pull up lets discuss things,,,,,,,
twizcrisis,bad bih pullin up she can't get enough of me,,,,,,,
gognaasus,Screamm,,,,,,,
xoxoaminaaa,SCREAMMMMMMMMMM U POOPYFART FACE,,,,,,,
dirtyonmyfanta,wake up stroke that 7. plaqueboyLogo2,,,,,,,
fraudwiree,@fatboygoo LOL,,,,,,,
actheprince,BROOO PLS SCREAM,,,,,,,
krogisbean,balright,,,,,,,
designbymoin,who engineered ??,,,,,,,
imdrewmoney,your bitch for the team yea she disgusting,,,,,,,
axurree,max do not screammm,,,,,,,
jrthegoat2121,REDO AND SCREAM FUCKIT,,,,,,,
zaclips237,prestein,,,,,,,
thatclutchguy1,@biggpatt23 nah ive seen agent mods be on that timing fr mhm,,,,,,,
b33fguy,drifting in da mustang,,,,,,,
balennnci,she mad that I cheated I said pull up lets discuss thingssss,,,,,,,
ajyre,ome4,,,,,,,
pbmftj,MODS PIN lil bitch i dont wanna date i just wanna fuck you for the night,,,,,,,
axurree,max do not screammmmm,,,,,,,
jhurthtx,im all in her throat,,,,,,,
twosevthirty,@balennnci word,,,,,,,
rickdexy,Q,,,,,,,
dabergoatfloat127,I only beat click cause he had mad ping,,,,,,,
fishysnchips,umm,,,,,,,
dirty1x_,I told that n*** he cant smoke in here then he blew it all in my eyes,,,,,,,
1xgabe,"bitch I'm at the top floor, yea u cant tell me nothing",,,,,,,
dirty1x_,I told that n*** he cant smoke in here then he blew it all in my eyes.,,,,,,,
veromanii,@imnottheo_ yeah ngl u got it gang,,,,,,,
5sls,do not scream,,,,,,,
roe_jojo,only thing that sounds off is sight but it’s coming together nics,,,,,,,
cashboynoah,fucced dis hoe in a back of a van she get nasty,,,,,,,
medicaf_,???,,,,,,,
riorunnitupp,lmaoo,,,,,,,
mable_mob2002,my parent told me chill but to that money I be rushing @plaqueboymax,,,,,,,
fishysnchips,HUH,,,,,,,
itsfolks,huh,,,,,,,
mizcoded,bro is tweaked out,,,,,,,
francoryan98,this not the flow,,,,,,,
fleppadep,Harambe by Young Thug if it was called Curious George,,,,,,,
smillyy_,FutureMan,,,,,,,
unobxndz,FYEE,,,,,,,
as0qu,bro mollied up LMAO,,,,,,,
spydaaa6,that was hard,,,,,,,
oh_hershey,FutureMan,,,,,,,
22bands,nigga lock in,,,,,,,
lllsticklll,"Holy Ghost , she tryna please meee",,,,,,,
cammoschetti,tweak,,,,,,,
flamearts,BRO JUST KEEP GOING LOL,,,,,,,
5stargstp,in that tinted wag i need to go drifting,,,,,,,
ayeshezy,IMHIM,,,,,,,
unobxndz,MMMM,,,,,,,
unobxndz,MHMM,,,,,,,
vikgonnabegr8,Lock in boi,,,,,,,
idkwame,MMM,,,,,,,
wushuwane,feel like a zombie off the wock like im meechy,,,,,,,
spydaaa6,HARDDD,,,,,,,
tonyygzz,is that rug on the left,,,,,,,
ni6ck,im seeing the vision,,,,,,,
blaahhaa,@jasontheween,,,,,,,
ilyzora,wwww,,,,,,,
hemancc,mmm ͏,,,,,,,
brningreaper177,WW ͏,,,,,,,
pandemicmoney,Japanese denim like I’m Bruce lee,,,,,,,
197traptalk,AUTISM,,,,,,,
ni6ck,AYY,,,,,,,
drugsrbad9,mmmmmmm,,,,,,,
drsossa,MMMMM,,,,,,,
nle_kel,mmmmm,,,,,,,
1xgabe,hollon,,,,,,,
edgarsanxx,cinnaRave,,,,,,,
joeycarrot_,MMMMMMMMMMMM,,,,,,,
smillyy_,lock in,,,,,,,
chr2rt,why ed sheeran acting like dis tuff,,,,,,,
qoasn,"@5cameos i mean , nikka jumpin like he found sum",,,,,,,
trvstinnn,chat only like basic shit,,,,,,,
seagovillian,HOLD ON,,,,,,,
drsossa,YUP,,,,,,,
197traptalk,AUTISTIC,,,,,,,
majin_matt,plaqueboy lock in,,,,,,,
bblyoungboy123,chance,,,,,,,
treyy404,mmm,,,,,,,
mizcoded,i kinda see the vision,,,,,,,
dolladollacck,lock in,,,,,,,
alreadyadaam,YESSSS THIS HARD ASF ONGGG,,,,,,,
tqyuno,LONE FLOW MMMMM,,,,,,,
197traptalk,AUTISM,,,,,,,
jussomeballhogshi,slat,,,,,,,
ddgkjl,i might hurt her pussy but she mock me,,,,,,,
jrthegoat2121,MMMMMM,,,,,,,
betkixd,plaqueboyDougie,,,,,,,
unobxndz,OUU,,,,,,,
